Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,W_A_1,W_A_2,W_A_3,W_A_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_12,Soil_Type_13,Soil_Type_14,Soil_Type_17,Soil_Type_18,Soil_Type_19,Soil_Type_20,Soil_Type_21,Soil_Type_22,Soil_Type_23,Soil_Type_24,Soil_Type_26,Soil_Type_29,Soil_Type_30,Soil_Type_31,Soil_Type_32,Soil_Type_33,Soil_Type_34,Soil_Type_35,Soil_Type_37,Soil_Type_38,Soil_Type_39,Soil_Type_40,Cover_Type(Class)
9318,0.5863453815261043,0.13793103448275862,0.4142441860465117,0.2731265051707041,0.33112769252428553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
44364,0.5341365461847388,0.10344827586206896,0.39244186046511625,0.5550361240968976,0.6048148669576235,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39061,0.5471887550200801,0.10344827586206896,0.28343023255813954,0.6238844028899277,0.8133183162044206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21218,0.4879518072289156,0.2241379310344828,0.23982558139534885,0.18699532511687209,0.19921160073208505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
41296,0.5070281124497992,0.4655172413793103,0.2354651162790697,0.4978042215611277,0.18414754329156688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
31867,0.4427710843373493,0.4310344827586207,0.32994186046511625,0.12083864570052415,0.16880191468393635,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
42509,0.6310240963855421,0.1896551724137931,0.02180232558139535,0.4462388440288993,0.20061945656764751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53662,0.3699799196787147,0.06896551724137931,0.030523255813953487,0.04674883127921802,0.16880191468393635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38773,0.6114457831325301,0.6551724137931034,0.4622093023255814,0.3239835670774897,0.16978741376883005,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30525,0.5768072289156626,0.017241379310344827,0.7398255813953488,0.8171129055106956,0.8313388708996199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
20125,0.6114457831325301,0.05172413793103448,0.2056686046511628,0.3924068564952543,0.19160917922004786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
44848,0.5682730923694778,0.29310344827586204,0.5087209302325582,0.3378665533361666,0.22863578769534365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
26847,0.4899598393574297,0.2241379310344828,0.16569767441860464,0.3084006233177504,0.29297479938054344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
30896,0.3950803212851405,0.3448275862068966,0.06540697674418605,0.11758039382348776,0.2725608897648881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
33294,0.5913654618473895,0.27586206896551724,0.4636627906976744,0.8342541436464088,0.6027030832042802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
5442,0.5261044176706827,0.3275862068965517,0.30377906976744184,0.1274968125796855,0.1389553709700127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
19215,0.6184738955823291,0.15517241379310345,0.13953488372093026,0.8039382348774614,0.31451499366464875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35167,0.5707831325301204,0.206896551724138,0.37354651162790703,0.3877319733673325,0.3550612417288469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
16998,0.5040160642570279,0.12068965517241376,0.02180232558139535,0.26306842328941776,0.25862311699282003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44335,0.5532128514056224,0.15517241379310345,0.1322674418604651,0.29437597393398496,0.07391243136702802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
13611,0.4272088353413653,0.4310344827586207,0.1380813953488372,0.2374273976483921,0.18541461354357314,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45252,0.5542168674698794,0.15517241379310345,0.030523255813953487,0.15044623884402888,0.30114036322680565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
38627,0.6049196787148593,0.2241379310344828,0.07848837209302326,0.6744581385465364,0.07757285653949035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
53474,0.7093373493975902,0.1896551724137931,0.21438953488372087,0.23388581952117865,0.22342672110375905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
24703,0.5547188755020079,0.29310344827586204,0.2485465116279069,0.2704349057940218,0.4407996621145995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21889,0.5356425702811244,0.13793103448275862,0.1875,0.6118430372574019,0.8713219766295931,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19802,0.4257028112449798,0.4310344827586207,0.0,0.2059781838787364,0.1503590032380684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
25329,0.5451807228915663,0.4482758620689655,0.16569767441860464,0.7850970392406856,0.6839363649162327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
18618,0.6676706827309237,0.1724137931034483,0.2485465116279069,0.8305709023941068,0.4393918062790371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19882,0.6460843373493975,0.2413793103448276,0.501453488372093,0.8144213061340133,0.1978037448965226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
19135,0.4774096385542167,0.13793103448275862,0.1380813953488372,0.4271143221419465,0.6680275939743775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
56855,0.6942771084337348,0.2241379310344828,0.2405523255813953,0.12438022382773765,0.33873011403632275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4230,0.3363453815261043,0.3793103448275862,0.04869186046511628,0.2218444538886528,0.2266647895255526,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1871,0.4337349397590361,0.4482758620689655,0.06177325581395349,0.163337583227086,0.10854568492186424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22102,0.5050200803212851,0.1896551724137931,0.06177325581395349,0.42385607026491,0.3812473602703083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
54349,0.5798192771084337,0.10344827586206896,0.36119186046511625,0.8025216036265759,0.4291144586794312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23525,0.0768072289156626,0.3793103448275862,0.2405523255813953,0.05539028190961893,0.034070111220611016,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30012,0.19879518072289148,0.3620689655172414,0.0436046511627907,0.1558294375973934,0.06560608193720963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36547,0.09538152610441764,0.5689655172413793,0.06177325581395349,0.0254993625159371,0.04491060115444178,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54807,0.3739959839357429,0.5344827586206896,0.0436046511627907,0.2047032157529395,0.1859777558777981,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11156,0.15662650602409645,0.4655172413793103,0.2936046511627907,0.06091514378807196,0.10221033366183303,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13212,0.14357429718875492,0.2241379310344828,0.02180232558139535,0.17212069698257546,0.07771364212304661,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10767,0.20833333333333331,0.1896551724137931,0.2245639534883721,0.1062473438164046,0.09446712656623962,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11807,0.2384538152610441,0.2413793103448276,0.09229651162790696,0.1529961750956226,0.009432634098268337,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20439,0.08985943775100391,0.603448275862069,0.030523255813953487,0.057231902535769937,0.056314233422497535,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2073,0.2605421686746988,0.3448275862068966,0.2732558139534884,0.1487462813429664,0.009432634098268337,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9523,0.31275100401606426,0.206896551724138,0.12354651162790695,0.028474288142796424,0.2511614810643393,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
808,0.05973895582329314,0.5517241379310345,0.02180232558139535,0.01756622751097889,0.07616500070392791,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1340,0.2906626506024096,0.3793103448275862,0.02180232558139535,0.09817254568635783,0.1464170068984936,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49169,0.3644578313253012,0.27586206896551724,0.3219476744186047,0.10865561694290976,0.18879346754892293,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25358,0.27660642570281124,0.2413793103448276,0.10901162790697674,0.06799830004249892,0.11375475151344501,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55677,0.3739959839357429,0.13793103448275862,0.20130813953488366,0.3727156821079473,0.10038012107560187,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31572,0.4759036144578314,0.08620689655172414,0.11773255813953487,0.16177928885111206,0.1702097705194988,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35590,0.2118473895582328,0.2241379310344828,0.06177325581395349,0.030032582518770362,0.038997606645079536,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4072,0.25903614457831325,0.29310344827586204,0.02180232558139535,0.09009774755631107,0.13628044488244406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
39303,0.21034136546184729,0.5,0.2056686046511628,0.13599660008499787,0.18907503871603545,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16377,0.1852409638554217,0.5172413793103449,0.35174418604651164,0.075364782547103,0.08911727439110237,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1264,0.35592369477911634,0.3620689655172414,0.04869186046511628,0.20838645700524155,0.07940306912572151,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17838,0.2901606425702811,0.3965517241379311,0.030523255813953487,0.10511403881569628,0.041531747149091934,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
42997,0.3649598393574297,0.10344827586206896,0.12718023255813954,0.26802663266751664,0.2703083204279882,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34721,0.054216867469879526,0.4655172413793103,0.06540697674418605,0.01699957501062473,0.05744051809094749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23982,0.5035140562248995,0.3965517241379311,0.4142441860465117,0.34169145771355713,0.2776291707729129,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2856,0.2655622489959838,0.08620689655172414,0.02180232558139535,0.08754781130471738,0.13839222863578776,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11711,0.3915662650602408,0.25862068965517243,0.10901162790697674,0.31435047457146903,0.32746726735182324,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
42933,0.08835341365461835,0.4655172413793103,0.16569767441860464,0.03796571752372857,0.08376742221596509,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
38875,0.14759036144578308,0.6896551724137931,0.02180232558139535,0.03428247627142655,0.07771364212304661,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32075,0.3659638554216868,0.3275862068965517,0.3270348837209302,0.06374840628984275,0.0644797972687597,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5035,0.2655622489959838,0.2413793103448276,0.2180232558139535,0.06318175378948859,0.05969308742784739,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3287,0.26907630522088344,0.4482758620689655,0.35174418604651164,0.04037399065023374,0.11079825425876393,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
52608,0.2459839357429717,0.3620689655172414,0.17587209302325582,0.22099447513812154,0.1341686611291004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31612,0.15813253012048178,0.3965517241379311,0.06177325581395349,0.14152146196345092,0.11952696043925105,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35311,0.2811244979919677,0.4482758620689655,0.1308139534883721,0.0872644850545403,0.17260312543995496,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4775,0.2530120481927711,0.3275862068965517,0.13953488372093026,0.1920951976200595,0.13233844854286922,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20249,0.3524096385542167,0.3448275862068966,0.04869186046511628,0.2472021532795013,0.2451077009714205,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50996,0.3042168674698794,0.206896551724138,0.11119186046511627,0.03654908627284318,0.2677741799239758,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
33019,0.2349397590361445,0.3965517241379311,0.0436046511627907,0.02294942626434339,0.09714205265380824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7418,0.3729919678714858,0.27586206896551724,0.0,0.2984842045615526,0.2062508799098972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1050,0.15010040160642568,0.3275862068965517,0.17005813953488372,0.07309817254568636,0.10291426157961422,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
33714,0.2233935742971888,0.206896551724138,0.24636627906976746,0.12338858195211788,0.08193720962973389,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27477,0.4543172690763052,0.12068965517241376,0.15406976744186046,0.36634084147896295,0.29100380121075603,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44934,0.2600401606425703,0.4310344827586207,0.2543604651162791,0.05907352316192095,0.13135294945797554,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9751,0.3709839357429717,0.12068965517241376,0.0,0.2218444538886528,0.15233000140785585,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44360,0.2374497991967871,0.29310344827586204,0.2180232558139535,0.1902535769939085,0.07940306912572151,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26586,0.3237951807228915,0.5172413793103449,0.2616279069767442,0.1267884969542428,0.15584964099676188,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1304,0.3247991967871485,0.4310344827586207,0.1380813953488372,0.05128205128205128,0.0494157398282416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28380,0.09989959839357432,0.6379310344827586,0.04869186046511628,0.024791046890494405,0.03040968604814868,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48512,0.3629518072289156,0.206896551724138,0.2623546511627907,0.05411531378382207,0.029846543713923687,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50351,0.10240963855421692,0.27586206896551724,0.09738372093023256,0.02578268876611418,0.09756440940447697,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12194,0.3825301204819277,0.13793103448275862,0.2921511627906977,0.27525145204703216,0.09756440940447697,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9950,0.4011044176706827,0.13793103448275862,0.3081395348837209,0.13925485196203427,0.14092636913980008,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22999,0.3192771084337348,0.5172413793103449,0.27761627906976744,0.07663975067289984,0.12177952977615092,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44628,0.2364457831325301,0.4310344827586207,0.09229651162790696,0.11503045757189405,0.09263691398000844,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30203,0.2148594377510039,0.5862068965517241,0.09229651162790696,0.04009066440005666,0.1723215542728425,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10000,0.3358433734939757,0.29310344827586204,0.04869186046511628,0.2031449213769656,0.18696325496269184,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6133,0.2419678714859438,0.1724137931034483,0.0,0.04009066440005666,0.1015064057440518,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
56547,0.33232931726907633,0.5,0.0690406976744186,0.21376965575860604,0.1682387723497114,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30188,0.25903614457831325,0.3620689655172414,0.04869186046511628,0.11035557444397223,0.05490637758693513,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48998,0.1767068273092368,0.603448275862069,0.06540697674418605,0.2262360107663975,0.01267070252006195,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22179,0.3488955823293173,0.4310344827586207,0.2318313953488372,0.1487462813429664,0.1361396592988878,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12585,0.37700803212851397,0.206896551724138,0.3125,0.3354582802096614,0.06053780092918485,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
38060,0.1074297188755019,0.4137931034482759,0.35174418604651164,0.08471454880294657,0.029846543713923687,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26553,0.1611445783132529,0.27586206896551724,0.0,0.16347924635217453,0.07194143319724064,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26934,0.3584337349397589,0.5517241379310345,0.15406976744186046,0.1586627000991642,0.16711248768126144,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1591,0.2831325301204818,0.4137931034482759,0.09738372093023256,0.021249468763280918,0.11403632268055752,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24259,0.11395582329317265,0.29310344827586204,0.22238372093023254,0.04745714690466071,0.08503449246797128,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22817,0.3995983935742972,0.12068965517241376,0.0,0.2758181045473863,0.2576376179079263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48313,0.2399598393574297,0.206896551724138,0.0,0.056665250035415775,0.08461213571730257,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5831,0.2976907630522089,0.4827586206896552,0.16569767441860464,0.11148887944468054,0.09066591581022106,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2645,0.2038152610441767,0.5344827586206896,0.04869186046511628,0.051140388156962736,0.14529072223004366,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49812,0.4367469879518072,0.1896551724137931,0.3444767441860465,0.08868111630542569,0.044065887653104326,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2904,0.3052208835341365,0.4310344827586207,0.15406976744186046,0.20441988950276244,0.07222300436435315,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
40384,0.4653614457831324,0.4137931034482759,0.3393895348837209,0.3612409689757756,0.28818808953963115,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
57479,0.3514056224899599,0.206896551724138,0.06540697674418605,0.1953534494970959,0.33267633394340423,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17021,0.2374497991967871,0.2241379310344828,0.21875,0.13783822071114887,0.11530339293256373,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
